imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,certification
tt0448022,0.0,,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.abirdoftheair.com/,70736.0,en,A Bird of the Air,"A man in search of his past, and a woman who lives in the moment, are brought together when they pursue the origins of a stray parrot in this comedic and romantic drama.",4.071,/4g0zKGhVWrYOV0S6GHr9RxLJio4.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-23,0.0,99.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,A Bird of the Air,0.0,6.5,21.0,PG-13
tt0448694,0.0,/v2995GwNVZc5JYK0WPxgzi0AgkB.jpg,"{'id': 94602, 'name': 'Puss in Boots Collection', 'poster_path': '/anHwj9IupRoRZZ98WTBvHpTiE6A.jpg', 'backdrop_path': '/feU1DWV5zMWxXUHJyAIk3dHRQ9c.jpg'}",130000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://www.dreamworks.com/movies/puss-in-boots,417859.0,en,Puss in Boots,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",52.344,/eufJ36oQCauDc427ewaEvQrhZ6i.jpg,"[{'id': 521, 'logo_path': '/kP7t6RwGz2AvvTkvnI1uteEwHet.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-10-28,554987477.0,90.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Live for danger. Fight for justice. Pray for mercy.,Puss in Boots,0.0,6.4,2574.0,PG
tt0451154,0.0,,,1000000.0,"[{'id': 27, 'name': 'Horror'}]",,77551.0,en,The Passing,"The three Naibert children, in their teens and early twenties, inherit a vast estate from their grandmother Rebecca. But unknown to them, the family inheritance has passed from grandmother to granddaughter for centuries-and Rebecca has a long reach from the grave to assure that the line is unbroken. The first weekend in the mansion is a party for the three Naiberts and their friends-but one by one, they vanish without a trace. Is death the punishment for violating Rebecca's spell? Are the demons that beset the young people real-or only reflections of their own fear? Is it murder, violence from another dimension, or madness? The answer lives in the reflections.",1.4,/ieXjXRLoOLXg2WmvByzaXtwbbVt.jpg,[],[],2011-05-20,0.0,105.0,[],Released,,The Passing,0.0,2.8,5.0,
tt0458339,0.0,/yFuKvT4Vm3sKHdFY4eG6I4ldAnn.jpg,"{'id': 131295, 'name': 'Captain America Collection', 'poster_path': '/2tOgiY533JSFp7OrVlkeRJvsZpI.jpg', 'backdrop_path': '/ezEpSQhUQxVKdMx81zaSLsTHv7j.jpg'}",140000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",http://captainamerica.marvel.com/,1771.0,en,Captain America: The First Avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",102.723,/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-07-22,370569774.0,124.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Norwegian', 'iso_639_1': 'no', 'name': 'Norsk'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,When patriots become heroes,Captain America: The First Avenger,0.0,7.0,18525.0,PG-13
tt0459748,0.0,/7IkQm8L0FjECw38jFLCJ6t510nZ.jpg,"{'id': 716198, 'name': 'Pelevin by Ginzburg Series', 'poster_path': None, 'backdrop_path': None}",7000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.generationp.ru/,63375.0,ru,Generation П,A chronicle of Russia's transition from communism to capitalism.,6.327,/lwDhFVGTi6ZeJ4wp54EcntyWxox.jpg,"[{'id': 170204, 'logo_path': '/3EP1gJYMGlEt7j17naPMg5e2LH2.png', 'name': 'Gorky Film Studios', 'origin_country': 'RU'}, {'id': 8544, 'logo_path': None, 'name': 'Rambler Media', 'origin_country': ''}, {'id': 110763, 'logo_path': None, 'name': 'Триграф', 'origin_country': ''}, {'id': 8543, 'logo_path': None, 'name': 'Generation P', 'origin_country': ''}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2011-04-14,0.0,112.0,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Generation P,0.0,6.5,76.0,
tt0460809,0.0,,,0.0,[],,855274.0,en,The Grasslands,"Ciro, a Bronx hood whose sense of loyalty is being tested after he's accused of killing one of his partners. Haunted by his fathers unsolved murder twenty years earlier, Ciro is conflicted with protecting the people (Chuck Zito, Peter Greene) who have always looked out for him.",0.6000000000000001,/wWrpQbijbYH6OFWhjyVc6TlpkkO.jpg,[],[],2012-12-01,0.0,114.0,[],Released,In a world of color they lived black and white,The Grasslands,0.0,0.0,0.0,
tt0461336,0.0,,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",http://www.privateperez.com/,66607.0,es,Salvando al Soldado Pérez,"La vida ha llevado a Julián Pérez por caminos equivocados, pero el destino le presentará a este hombre la oportunidad de encontrar su redención cuando es enviado a la misión más peligrosa y noble de toda su vida, una misión ordenada por la única autoridad que todavía respeta, su madre, Doña Elvira. Julián debe viajar hasta el otro extremo del mundo, a un lugar llamado Irak, a traer de vuelta vivo, a su hermano menor el soldado de infantería Juan Pérez. Con la promesa hecha, Julián Pérez regresa a su natal Sinaloa donde reclutará a un comando de elite, destinado a cumplir una misión suicida: viajar a Irak y salvar al soldado Pérez.",4.859,/stUWDSI3xGGDhitP93mGJtdG8dh.jpg,"[{'id': 3696, 'logo_path': None, 'name': 'Lemon Films', 'origin_country': 'MX'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",2011-03-18,0.0,105.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Saving Private Perez,0.0,6.6,62.0,
tt0464891,0.0,/f70jZVTRtd8FCTkiD5IBN4Kipx3.jpg,,2500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,273001.0,en,Act Your Age,"Lake, a young theater actor with no respect for the elderly, is forced to make himself look old, in order to land a part in a Broadway-bound play. His ego drives his girlfriend away, and when research for the play requires him to spend a week in a nursing home, he is forced to review his life choices. Lake eventually learns to abandon his preconceptions and rid himself of the anger that has been holding him back, in pursuit of his dreams.",2.246,/devBFiTYsDnsqnJvMsIfWsz9LAr.jpg,"[{'id': 85158, 'logo_path': None, 'name': 'Dreamscape Cinema', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-01-11,0.0,101.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to Geriatric Hell,Act Your Age,0.0,5.5,2.0,
tt0466893,0.0,/wmFxKM6qXa3ByXHgbKkcC12QUZq.jpg,,14000000.0,"[{'id': 18, 'name': 'Drama'}]",http://www.foxsearchlight.com/margaret/,44754.0,en,Margaret,"A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives.",9.276,/zqBao8uRH6TQAJd13tqC22vPB76.jpg,"[{'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 10161, 'logo_path': None, 'name': 'Gilbert Films', 'origin_country': 'US'}, {'id': 258, 'logo_path': None, 'name': 'Scott Rudin Productions', 'origin_country': 'US'}, {'id': 932, 'logo_path': None, 'name': 'Mirage Enterprises', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-30,46495.0,150.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Margaret,0.0,6.3,230.0,R
tt0469152,0.0,,,0.0,"[{'id': 18, 'name': 'Drama'}]",,539376.0,en,The Pack,"Twelve Angry Men meets Silkwood in a suspenseful feature inspired by true stories, starring Lucie Arnaz (The Jazz Singer) and Elisabeth Moss (Girl Interrupted, Madmen). A young man testifies against his mother for killing the father with secondhand smoke.",1.129,/rbqBSxbm6ltr7hmMvvhHEudzbvP.jpg,"[{'id': 107201, 'logo_path': None, 'name': 'Electric Movies', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-10-13,0.0,84.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"The Pack is a riveting drama where addiction, love and murder are burning issues.",The Pack,0.0,0.0,0.0,
tt0471042,0.0,/6uYeqJ3Zoa8iWlIcesrLDBykTks.jpg,,75000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",http://www.towerheist.com/index.php,59108.0,en,Tower Heist,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",41.601,/1HcOyMODYZXnncMikfhYkw3x2ss.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 3086, 'logo_path': '/iksa7hXQMvPIzfSq0Tuo4WPU8gc.png', 'name': 'Image Entertainment', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 12007, 'logo_path': None, 'name': 'Rat Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-11-02,152930623.0,104.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Ordinary guys. An extraordinary robbery.,Tower Heist,0.0,6.0,2421.0,PG-13
tt0472181,0.0,/3gDbZB2QacPwR1SS23VFkASi3Ns.jpg,"{'id': 134897, 'name': 'The Smurfs (Theatrical) Collection', 'poster_path': '/eNAmAgC3fbrOLv0YkW5y4nl7DCN.jpg', 'backdrop_path': '/mUN96AWlMupDR7NXaPhFmMEYIBM.jpg'}",110000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",http://www.smurfhappens.com/,41513.0,en,The Smurfs,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",52.28,/vRhnslP2gW0QDym7BsMeSuioUfK.jpg,"[{'id': 2251, 'logo_path': '/6l16UFSkZ1oPpyBYaILgffFZlTc.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}, {'id': 7311, 'logo_path': None, 'name': 'Kerner Entertainment Company', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-07-29,563749323.0,103.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Smurf Happens.,The Smurfs,0.0,5.8,3150.0,PG
tt0472399,0.0,/q7Hm5OgNAIyOdZS7tch8rcSNY64.jpg,"{'id': 280504, 'name': 'Mechanic Collection', 'poster_path': '/vjD3kIvyxOx8yW3SM0kqmZja0py.jpg', 'backdrop_path': '/vexuvLnuX6MD2A9A8CZ5dxczmgp.jpg'}",40000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",http://www.themechanicmovie.com/,27582.0,en,The Mechanic,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.",29.788,/fDAEJr4WLZLJQmckA2JZNICt0u3.jpg,"[{'id': 22035, 'logo_path': None, 'name': 'Scared Productions', 'origin_country': ''}, {'id': 5490, 'logo_path': '/xuJSR4dWsvkE194aemIJwflyNF2.png', 'name': 'CBS Films', 'origin_country': 'US'}, {'id': 1020, 'logo_path': '/kuUIHNwMec4dwOLghDhhZJzHZTd.png', 'name': 'Millennium Films', 'origin_country': 'US'}, {'id': 925, 'logo_path': '/dIb9hjXNOkgxu4kBWdIdK8nM4w.png', 'name': 'Nu Image', 'origin_country': 'US'}, {'id': 8880, 'logo_path': '/fE7LBw7Jz8R29EABFGCvWNriZxN.png', 'name': 'Winkler Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-01-13,51070807.0,93.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Someone has to fix the problems.,The Mechanic,0.0,6.4,2595.0,R
tt0477302,0.0,/hTc55dlCPMP4oqrUU66GjKjSblp.jpg,,40000000.0,"[{'id': 18, 'name': 'Drama'}]",http://extremelyloudandincrediblyclose.warnerbros.com/,64685.0,en,Extremely Loud & Incredibly Close,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",12.829,/6pszViNvKr1r31pP7gJNYDHEx5P.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 258, 'logo_path': None, 'name': 'Scott Rudin Productions', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-12-25,55247881.0,129.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"This is not a story about September 11th, it's a story about every day after.",Extremely Loud & Incredibly Close,0.0,7.0,1732.0,PG-13
